,type_description,created_date,full_address,unit,city,zip_code,latitude,longitude,date,geometry
12691,STORM FLOOD/ DRAINAGE,9/10/2021,1015 NW 3RD AVE,,City_of_Miami,33136,25.783769,-80.199681,2021-09-10,POINT (-80.199681 25.783769)
12692,STORM FLOOD/ DRAINAGE,2/25/2021,334 NW 22ND ST,,City_of_Miami,33127,25.797295,-80.201218,2021-02-25,POINT (-80.201218 25.797295)
12693,STORM FLOOD/ DRAINAGE,10/13/2022,1700 SW 2ND AVE,,City_of_Miami,33129,25.759688,-80.198678,2022-10-13,POINT (-80.198678 25.759688)
12694,STORM FLOOD/ DRAINAGE,8/23/2022,1291 NW 37TH ST,,City_of_Miami,33142,25.810848,-80.217555,2022-08-23,POINT (-80.217555 25.810848)
12695,STORM FLOOD/ DRAINAGE,9/17/2020,927 SW 18TH AVE,,City_of_Miami,33135,25.764191,-80.224367,2020-09-17,POINT (-80.224367 25.764191)
12696,STORM FLOOD/ DRAINAGE,8/15/2022,3722 SW 27TH ST,,City_of_Miami,33134,25.741171,-80.254929,2022-08-15,POINT (-80.254929 25.741171)
12697,STORM FLOOD/ DRAINAGE,9/18/2020,3400 SW 28TH ST,,City_of_Miami,33133,25.738692,-80.25033,2020-09-18,POINT (-80.25033 25.738692)
12698,STORM FLOOD/ DRAINAGE,4/8/2022,5169 NW 2ND TER,,City_of_Miami,33126,25.774371,-80.279355,2022-04-08,POINT (-80.279355 25.774371)
12699,STORM FLOOD/ DRAINAGE,12/21/2022,1079 NW 55TH ST,,City_of_Miami,33127,25.825778,-80.213754,2022-12-21,POINT (-80.213754 25.825778)
12700,STORM FLOOD/ DRAINAGE,9/29/2022,3575 NW 12TH ST,,City_of_Miami,33125,25.783662,-80.253827,2022-09-29,POINT (-80.253827 25.783662)
12701,STORM FLOOD/ DRAINAGE,4/7/2023,SHIPPING AVE & VIRGINIA ST,,City_of_Miami,33133,25.733604,-80.241693,2023-04-07,POINT (-80.241693 25.733604)
12702,STORM FLOOD/ DRAINAGE,9/2/2021,1781 SW 15TH ST,,City_of_Miami,33145,25.759125,-80.22406,2021-09-02,POINT (-80.22406 25.759125)
12703,STORM FLOOD/ DRAINAGE,11/16/2023,2001 NW 31ST ST,,City_of_Miami,33142,25.805076,-80.229033,2023-11-16,POINT (-80.229033 25.805076)
12704,STORM FLOOD/ DRAINAGE,11/10/2016,3401 NW 15TH ST,,City_of_Miami,33125,25.78821,-80.251696,2016-11-10,POINT (-80.251696 25.78821)
12705,STORM FLOOD/ DRAINAGE,8/6/2018,2920 SW 1 St 33135,,City_of_Miami,33125,25.776733,-80.246184,2018-08-06,POINT (-80.246184 25.776733)
12706,STORM FLOOD/ DRAINAGE,1/5/2016,2300 SW 21ST ST,,City_of_Miami,33145,25.751843,-80.232403,2016-01-05,POINT (-80.232403 25.751843)
12707,STORM FLOOD/ DRAINAGE,6/30/2023,5800 NE 6TH CT,,City_of_Miami,33137,25.829577,-80.182463,2023-06-30,POINT (-80.182463 25.829577)
12708,STORM FLOOD/ DRAINAGE,12/15/2022,1509 NW 7TH CT,,City_of_Miami,33136,25.78959,-80.207607,2022-12-15,POINT (-80.207607 25.78959)
12709,STORM FLOOD/ DRAINAGE,3/14/2017,NW 68TH TER & NW 13TH AVE,,City_of_Miami,33147,25.837112,-80.21894,2017-03-14,POINT (-80.21894 25.837112)
12710,STORM FLOOD/ DRAINAGE,11/9/2020,4044 PARK AVE,,City_of_Miami,33133,25.71403,-80.258124,2020-11-09,POINT (-80.258124 25.71403)
12711,STORM FLOOD/ DRAINAGE,10/3/2020,2300 SW 13TH ST,,City_of_Miami,33145,25.760133,-80.232717,2020-10-03,POINT (-80.232717 25.760133)
12712,STORM FLOOD/ DRAINAGE,5/26/2020,3400 SW 3RD AVE,,City_of_Miami,33145,25.750505,-80.215856,2020-05-26,POINT (-80.215856 25.750505)
12713,STORM FLOOD/ DRAINAGE,11/5/2021,69 NW 26TH AVE,,City_of_Miami,33125,25.773666,-80.237856,2021-11-05,POINT (-80.237856 25.773666)
12714,STORM FLOOD/ DRAINAGE,8/30/2016,1 SW 21ST AVE,,City_of_Miami,33135,25.772598,-80.229186,2016-08-30,POINT (-80.229186 25.772598)
12715,STORM FLOOD/ DRAINAGE,7/6/2021,1037 NW 25TH ST,,City_of_Miami,33127,25.800561,-80.212006,2021-07-06,POINT (-80.212006 25.800561)
12716,STORM FLOOD/ DRAINAGE,1/13/2022,NW FLAGLER TER & NW 21ST AVE,,City_of_Miami,33125,25.77381,-80.229034,2022-01-13,POINT (-80.229034 25.77381)
12717,STORM FLOOD/ DRAINAGE,5/26/2020,1625 NETHIA DR,,City_of_Miami,33133,25.746142,-80.220035,2020-05-26,POINT (-80.220035 25.746142)
12718,STORM FLOOD/ DRAINAGE,8/30/2022,2359 NW 35TH ST,,City_of_Miami,33142,25.80849,-80.235563,2022-08-30,POINT (-80.235563 25.80849)
12719,STORM FLOOD/ DRAINAGE,8/24/2023,S MIAMI AVE & SW 18TH TER,,City_of_Miami,33129,25.755991,-80.198014,2023-08-24,POINT (-80.198014 25.755991)
12720,STORM FLOOD/ DRAINAGE,6/28/2022,NW 15TH AVE & NW 21ST ST,,City_of_Miami,33142,25.795727,-80.221284,2022-06-28,POINT (-80.221284 25.795727)
12721,STORM FLOOD/ DRAINAGE,9/26/2022,2903 VIRGINIA ST,,City_of_Miami,33133,25.737356,-80.241595,2022-09-26,POINT (-80.241595 25.737356)
12722,STORM FLOOD/ DRAINAGE,4/6/2023,3880 NW 6TH ST,,City_of_Miami,33126,25.778062,-80.259529,2023-04-06,POINT (-80.259529 25.778062)
12723,STORM FLOOD/ DRAINAGE,6/25/2020,1821 SW 11TH ST,,City_of_Miami,33135,25.763357,-80.224972,2020-06-25,POINT (-80.224972 25.763357)
12724,STORM FLOOD/ DRAINAGE,7/27/2022,51 NE 50TH ST,,City_of_Miami,33137,25.821564,-80.19471,2022-07-27,POINT (-80.19471 25.821564)
12725,STORM FLOOD/ DRAINAGE,5/27/2020,2260 NW 34TH ST,,City_of_Miami,33142,25.807203,-80.233238,2020-05-27,POINT (-80.233238 25.807203)
12726,STORM FLOOD/ DRAINAGE,11/6/2020,450 NW 40TH CT,,City_of_Miami,33126,25.777134,-80.262459,2020-11-06,POINT (-80.262459 25.777134)
12727,STORM FLOOD/ DRAINAGE,5/25/2020,5529 NE 7TH AVE,,City_of_Miami,33137,25.826493,-80.181988,2020-05-25,POINT (-80.181988 25.826493)
12728,STORM FLOOD/ DRAINAGE,5/27/2020,1201 NW 32ND ST,,City_of_Miami,33142,25.80668,-80.215808,2020-05-27,POINT (-80.215808 25.80668)
12729,STORM FLOOD/ DRAINAGE,8/26/2016,2940 CATALINA ST,,City_of_Miami,33133,25.736755,-80.241138,2016-08-26,POINT (-80.241138 25.736755)
12730,STORM FLOOD/ DRAINAGE,5/27/2020,4841 NW 6TH ST,,City_of_Miami,33126,25.778043,-80.274695,2020-05-27,POINT (-80.274695 25.778043)
12731,STORM FLOOD/ DRAINAGE,5/3/2022,1201 NW 50TH ST,,City_of_Miami,33142,25.821136,-80.216353,2022-05-03,POINT (-80.216353 25.821136)
12732,STORM FLOOD/ DRAINAGE,8/30/2022,2900 NW 21ST CT,,City_of_Miami,33142,25.802929,-80.231057,2022-08-30,POINT (-80.231057 25.802929)
12733,STORM FLOOD/ DRAINAGE,5/8/2019,1756 N BAYSHORE DR,,City_of_Miami,33132,25.793012,-80.187,2019-05-08,POINT (-80.187 25.793012)
12734,STORM FLOOD/ DRAINAGE,2/11/2019,NW 9TH AVE & NW 1ST ST,,City_of_Miami,33128,25.774665,-80.209432,2019-02-11,POINT (-80.209432 25.774665)
12735,STORM FLOOD/ DRAINAGE,8/31/2021,1004 SW 16TH AVE,,City_of_Miami,33135,25.763872,-80.220651,2021-08-31,POINT (-80.220651 25.763872)
12736,STORM FLOOD/ DRAINAGE,7/13/2021,498 SW 6TH ST,,City_of_Miami,33130,25.767898,-80.202075,2021-07-13,POINT (-80.202075 25.767898)
12737,STORM FLOOD/ DRAINAGE,8/31/2018,1190 SW 19TH AVE,,City_of_Miami,33135,25.761645,-80.22666,2018-08-31,POINT (-80.22666 25.761645)
12738,STORM FLOOD/ DRAINAGE,8/7/2020,498 NE 55TH TER,,City_of_Miami,33137,25.826601,-80.184955,2020-08-07,POINT (-80.184955 25.826601)
12739,STORM FLOOD/ DRAINAGE,9/17/2019,3098 NW 4TH TER,,City_of_Miami,33125,25.776733,-80.246184,2019-09-17,POINT (-80.246184 25.776733)
12740,STORM FLOOD/ DRAINAGE,7/21/2017,4010 NW 11TH ST,,City_of_Miami,33126,25.782342,-80.262419,2017-07-21,POINT (-80.262419 25.782342)
12741,STORM FLOOD/ DRAINAGE,6/3/2022,537 NW 23RD PL,,City_of_Miami,33125,25.778537,-80.234283,2022-06-03,POINT (-80.234283 25.778537)
12742,STORM FLOOD/ DRAINAGE,10/15/2022,50 SW 10TH ST,,City_of_Miami,33130,25.764279,-80.194107,2022-10-15,POINT (-80.194107 25.764279)
12743,STORM FLOOD/ DRAINAGE,12/23/2019,1938 NW 6TH ST,,City_of_Miami,33125,25.778866,-80.227198,2019-12-23,POINT (-80.227198 25.778866)
12744,STORM FLOOD/ DRAINAGE,9/14/2017,1021 SW 2ND ST,,City_of_Miami,33130,25.771701,-80.211728,2017-09-14,POINT (-80.211728 25.771701)
12745,STORM FLOOD/ DRAINAGE,8/30/2022,1548 NW 70TH ST,,City_of_Miami,33147,25.838337,-80.224167,2022-08-30,POINT (-80.224167 25.838337)
12746,STORM FLOOD/ DRAINAGE,5/17/2022,737 NW 12TH ST,,City_of_Miami,33136,25.785859,-80.207603,2022-05-17,POINT (-80.207603 25.785859)
12747,STORM FLOOD/ DRAINAGE,5/27/2020,6820 SW 1ST ST,,City_of_Miami,33144,25.769287,-80.306674,2020-05-27,POINT (-80.306674 25.769287)
12748,STORM FLOOD/ DRAINAGE,6/9/2020,2171 CORAL GATE DR,,City_of_Miami,33145,25.750413,-80.252029,2020-06-09,POINT (-80.252029 25.750413)
12749,STORM FLOOD/ DRAINAGE,7/11/2016,2995 SW 26TH ST,,City_of_Miami,33133,25.743357,-80.241703,2016-07-11,POINT (-80.241703 25.743357)
12750,STORM FLOOD/ DRAINAGE,8/2/2017,200 SW 30TH AVE,,City_of_Miami,33135,25.770153,-80.243826,2017-08-02,POINT (-80.243826 25.770153)
12751,STORM FLOOD/ DRAINAGE,12/12/2017,NW 52ND ST & NW 5TH AVE,,City_of_Miami,33127,25.823216,-80.204003,2017-12-12,POINT (-80.204003 25.823216)
12752,STORM FLOOD/ DRAINAGE,8/5/2016,2652 NW 29TH ST,,City_of_Miami,33142,25.802561,-80.239532,2016-08-05,POINT (-80.239532 25.802561)
12753,STORM FLOOD/ DRAINAGE,10/2/2020,3431 NW 16TH TER,,City_of_Miami,33125,25.789743,-80.252141,2020-10-02,POINT (-80.252141 25.789743)
12754,STORM FLOOD/ DRAINAGE,8/2/2019,1055 NW 26TH ST,,City_of_Miami,33127,25.801238,-80.212337,2019-08-02,POINT (-80.212337 25.801238)
12755,STORM FLOOD/ DRAINAGE,8/15/2022,3772 SW 27TH LN,3772,City_of_Miami,33134,25.73962,-80.255577,2022-08-15,POINT (-80.255577 25.73962)
12756,STORM FLOOD/ DRAINAGE,8/23/2022,2233 NW 34TH ST,,City_of_Miami,33142,25.807512,-80.232672,2022-08-23,POINT (-80.232672 25.807512)
12757,STORM FLOOD/ DRAINAGE,8/15/2018,1301 SW 18TH AVE,,City_of_Miami,33145,25.760618,-80.224175,2018-08-15,POINT (-80.224175 25.760618)
12758,STORM FLOOD/ DRAINAGE,4/12/2016,1058 NW 34TH ST,,City_of_Miami,33127,25.807846,-80.212714,2016-04-12,POINT (-80.212714 25.807846)
12759,STORM FLOOD/ DRAINAGE,7/25/2018,3150 SHIPPING AVE,,City_of_Miami,33133,25.733437,-80.244785,2018-07-25,POINT (-80.244785 25.733437)
12760,STORM FLOOD/ DRAINAGE,6/29/2021,3009 DAY AVE,,City_of_Miami,33133,25.731914,-80.242003,2021-06-29,POINT (-80.242003 25.731914)
12761,STORM FLOOD/ DRAINAGE,5/23/2018,NW 1ST ST & NW 9TH AVE,,City_of_Miami,33128,25.774665,-80.209432,2018-05-23,POINT (-80.209432 25.774665)
12762,STORM FLOOD/ DRAINAGE,6/16/2017,940 nw 38th ct,,City_of_Miami,33145,25.757207,-80.228193,2017-06-16,POINT (-80.228193 25.757207)
12763,STORM FLOOD/ DRAINAGE,3/5/2020,1048 NW 33RD AVE,,City_of_Miami,33125,25.78273,-80.250502,2020-03-05,POINT (-80.250502 25.78273)
12764,STORM FLOOD/ DRAINAGE,9/4/2021,601 NW 31ST AVE,,City_of_Miami,33125,25.778658,-80.24631,2021-09-04,POINT (-80.24631 25.778658)
12765,STORM FLOOD/ DRAINAGE,9/17/2021,7460 NE 5TH AVE,,City_of_Miami,33138,25.843768,-80.186787,2021-09-17,POINT (-80.186787 25.843768)
12766,STORM FLOOD/ DRAINAGE,6/3/2022,SW 32ND AVE & SW 28TH ST,,City_of_Miami,33133,25.738983,-80.245988,2022-06-03,POINT (-80.245988 25.738983)
12767,STORM FLOOD/ DRAINAGE,8/30/2022,1712 S BAYSHORE LN,,City_of_Miami,33133,25.738492,-80.221107,2022-08-30,POINT (-80.221107 25.738492)
12768,STORM FLOOD/ DRAINAGE,1/19/2022,1900 S BAYSHORE LN,,City_of_Miami,33133,25.736323,-80.223134,2022-01-19,POINT (-80.223134 25.736323)
12769,STORM FLOOD/ DRAINAGE,12/8/2021,2970 NW 15TH ST,,City_of_Miami,33125,25.787609,-80.243283,2021-12-08,POINT (-80.243283 25.787609)
12770,STORM FLOOD/ DRAINAGE,6/9/2023,2300 SW 21ST ST,,City_of_Miami,33145,25.751843,-80.232403,2023-06-09,POINT (-80.232403 25.751843)
12771,STORM FLOOD/ DRAINAGE,4/22/2022,2400 SW 13TH ST,,City_of_Miami,33145,25.760453,-80.23474,2022-04-22,POINT (-80.23474 25.760453)
12772,STORM FLOOD/ DRAINAGE,8/29/2019,3626 NW 16TH ST,,City_of_Miami,33125,25.788497,-80.254381,2019-08-29,POINT (-80.254381 25.788497)
12773,STORM FLOOD/ DRAINAGE,4/30/2020,400 NE 23RD TER,,City_of_Miami,33137,25.799517,-80.188181,2020-04-30,POINT (-80.188181 25.799517)
12774,STORM FLOOD/ DRAINAGE,10/25/2021,1870 NW 16TH ST,,City_of_Miami,33125,25.789509,-80.226658,2021-10-25,POINT (-80.226658 25.789509)
12775,STORM FLOOD/ DRAINAGE,5/27/2020,650 NE 52ND TER,,City_of_Miami,33137,25.82434,-80.182144,2020-05-27,POINT (-80.182144 25.82434)
12776,STORM FLOOD/ DRAINAGE,6/17/2021,1011 NW 19TH CT,,City_of_Miami,33125,25.782988,-80.227036,2021-06-17,POINT (-80.227036 25.782988)
12777,STORM FLOOD/ DRAINAGE,7/31/2019,1801 SW 12TH ST,,City_of_Miami,33135,25.761771,-80.224705,2019-07-31,POINT (-80.224705 25.761771)
12778,STORM FLOOD/ DRAINAGE,6/12/2018,490 NE 73RD ST,,City_of_Miami,33138,25.841892,-80.186864,2018-06-12,POINT (-80.186864 25.841892)
12779,STORM FLOOD/ DRAINAGE,1/14/2022,1843 NW 1ST ST,,City_of_Miami,33125,25.774689,-80.226259,2022-01-14,POINT (-80.226259 25.774689)
12780,STORM FLOOD/ DRAINAGE,4/12/2019,2005 SW 7TH AVE,,City_of_Miami,33129,25.762138,-80.206315,2019-04-12,POINT (-80.206315 25.762138)
12781,STORM FLOOD/ DRAINAGE,6/30/2017,2121 NW 1ST AVE,,City_of_Miami,33127,25.797072,-80.196724,2017-06-30,POINT (-80.196724 25.797072)
12782,STORM FLOOD/ DRAINAGE,8/11/2020,4440 SW 1ST ST,,City_of_Miami,33134,25.770428,-80.268392,2020-08-11,POINT (-80.268392 25.770428)
12783,STORM FLOOD/ DRAINAGE,6/27/2017,501 SW 21ST RD,,City_of_Miami,33129,25.761076,-80.205831,2017-06-27,POINT (-80.205831 25.761076)
12784,STORM FLOOD/ DRAINAGE,6/29/2023,243 NE 19TH ST,,City_of_Miami,33132,25.794866,-80.190065,2023-06-29,POINT (-80.190065 25.794866)
12785,STORM FLOOD/ DRAINAGE,5/10/2019,200 NW 60TH AVE,,City_of_Miami,33126,25.772607,-80.293791,2019-05-10,POINT (-80.293791 25.772607)
12786,STORM FLOOD/ DRAINAGE,9/15/2021,6901 NW 2ND CT,,City_of_Miami,33150,25.838151,-80.201254,2021-09-15,POINT (-80.201254 25.838151)
12787,STORM FLOOD/ DRAINAGE,9/5/2017,1421 SW 16TH AVE,,City_of_Miami,33145,25.759662,-80.22012,2017-09-05,POINT (-80.22012 25.759662)
12788,STORM FLOOD/ DRAINAGE,7/12/2023,4936 SW 4TH ST,,City_of_Miami,33134,25.767448,-80.276413,2023-07-12,POINT (-80.276413 25.767448)
12789,STORM FLOOD/ DRAINAGE,6/6/2023,1600 SW 19TH AVE,,City_of_Miami,33145,25.757973,-80.226513,2023-06-06,POINT (-80.226513 25.757973)
12790,STORM FLOOD/ DRAINAGE,9/12/2022,SW 37TH AVE & SW 5TH ST,,City_of_Miami,33135,25.767671,-80.255255,2022-09-12,POINT (-80.255255 25.767671)
12791,STORM FLOOD/ DRAINAGE,10/13/2022,534 NE 23RD ST,,City_of_Miami,33137,25.79905,-80.18659,2022-10-13,POINT (-80.18659 25.79905)
12792,STORM FLOOD/ DRAINAGE,6/9/2022,2260 NW 1ST ST,,City_of_Miami,33125,25.773901,-80.232626,2022-06-09,POINT (-80.232626 25.773901)
12793,STORM FLOOD/ DRAINAGE,5/31/2023,NW 43RD AVE & NW 10TH ST,,City_of_Miami,33126,25.781673,-80.266052,2023-05-31,POINT (-80.266052 25.781673)
12794,STORM FLOOD/ DRAINAGE,1/11/2016,NW 1ST ST & NW 12TH AVE,,City_of_Miami,33128,25.774514,-80.2147,2016-01-11,POINT (-80.2147 25.774514)
12795,STORM FLOOD/ DRAINAGE,9/14/2016,1660 SW 24TH AVE,,City_of_Miami,33145,25.756653,-80.234649,2016-09-14,POINT (-80.234649 25.756653)
12796,STORM FLOOD/ DRAINAGE,11/5/2021,2531 NW 1ST ST,,City_of_Miami,33125,25.773998,-80.237456,2021-11-05,POINT (-80.237456 25.773998)
12797,STORM FLOOD/ DRAINAGE,8/24/2022,3400 NW 24TH AVE,,City_of_Miami,33142,25.807652,-80.236254,2022-08-24,POINT (-80.236254 25.807652)
12798,STORM FLOOD/ DRAINAGE,1/18/2023,1830 SW 21ST AVE,,City_of_Miami,33145,25.754862,-80.228328,2023-01-18,POINT (-80.228328 25.754862)
12799,STORM FLOOD/ DRAINAGE,9/6/2016,1624 NW 32ND ST,,City_of_Miami,33142,25.806025,-80.223262,2016-09-06,POINT (-80.223262 25.806025)
12800,STORM FLOOD/ DRAINAGE,2/3/2016,3778 SW 27TH LN,,City_of_Miami,33134,25.73961,-80.255784,2016-02-03,POINT (-80.255784 25.73961)
12801,STORM FLOOD/ DRAINAGE,10/15/2022,2009 NW 34TH ST,,City_of_Miami,33142,25.807847,-80.229319,2022-10-15,POINT (-80.229319 25.807847)
12802,STORM FLOOD/ DRAINAGE,10/6/2017,1 W FLAGLER ST,,City_of_Miami,33128,25.774258,-80.193753,2017-10-06,POINT (-80.193753 25.774258)
12803,STORM FLOOD/ DRAINAGE,11/7/2017,1951 NW 17TH AVE,,City_of_Miami,33125,25.793609,-80.222981,2017-11-07,POINT (-80.222981 25.793609)
12804,STORM FLOOD/ DRAINAGE,6/20/2023,SW 31ST AVE & SW 23RD ST,,City_of_Miami,33145,25.748327,-80.243224,2023-06-20,POINT (-80.243224 25.748327)
12805,STORM FLOOD/ DRAINAGE,7/31/2017,1730 NW 23RD ST,,City_of_Miami,33142,25.798171,-80.223959,2017-07-31,POINT (-80.223959 25.798171)
12806,STORM FLOOD/ DRAINAGE,7/23/2019,NW 1ST ST & NW 1ST ST,,City_of_Miami,33125,25.773274,-80.255509,2019-07-23,POINT (-80.255509 25.773274)
12807,STORM FLOOD/ DRAINAGE,1/6/2022,674 NE 67TH ST,,City_of_Miami,33138,25.837147,-80.182734,2022-01-06,POINT (-80.182734 25.837147)
12808,STORM FLOOD/ DRAINAGE,6/20/2016,2230 SW 19TH ST,,City_of_Miami,33145,25.754086,-80.231209,2016-06-20,POINT (-80.231209 25.754086)
12809,STORM FLOOD/ DRAINAGE,5/15/2019,419 SW 30TH RD,,City_of_Miami,33129,25.754794,-80.212795,2019-05-15,POINT (-80.212795 25.754794)
12810,STORM FLOOD/ DRAINAGE,9/24/2020,3195 NW 19TH TER,,City_of_Miami,33125,25.79358,-80.247756,2020-09-24,POINT (-80.247756 25.79358)
12811,STORM FLOOD/ DRAINAGE,8/26/2016,3057 NW 13TH AVE,,City_of_Miami,33142,25.805464,-80.217284,2016-08-26,POINT (-80.217284 25.805464)
12812,STORM FLOOD/ DRAINAGE,6/29/2021,3009 DAY AVE,,City_of_Miami,33133,25.731914,-80.242003,2021-06-29,POINT (-80.242003 25.731914)
12813,STORM FLOOD/ DRAINAGE,1/9/2023,1091 NW 23RD ST,,City_of_Miami,33127,25.799098,-80.213021,2023-01-09,POINT (-80.213021 25.799098)
12814,STORM FLOOD/ DRAINAGE,2/11/2019,3140 SW 13TH ST,,City_of_Miami,33145,25.76008,-80.245485,2019-02-11,POINT (-80.245485 25.76008)
12815,STORM FLOOD/ DRAINAGE,7/25/2018,NE 8TH ST & NE 2ND AVE,,City_of_Miami,33132,25.781946,-80.190535,2018-07-25,POINT (-80.190535 25.781946)
12816,STORM FLOOD/ DRAINAGE,5/8/2019,132 NW 17TH CT,,City_of_Miami,33125,25.775207,-80.223546,2019-05-08,POINT (-80.223546 25.775207)
12817,STORM FLOOD/ DRAINAGE,8/11/2017,220 SW 66TH AVE,,City_of_Miami,33144,25.768046,-80.303374,2017-08-11,POINT (-80.303374 25.768046)
12818,STORM FLOOD/ DRAINAGE,5/26/2020,1360 NW 31ST ST,,City_of_Miami,33142,25.805396,-80.2187,2020-05-26,POINT (-80.2187 25.805396)
12819,STORM FLOOD/ DRAINAGE,1/5/2017,4531 NW 4TH ST,,City_of_Miami,33126,25.775803,-80.270076,2017-01-05,POINT (-80.270076 25.775803)
12820,STORM FLOOD/ DRAINAGE,4/20/2021,545 NW 26TH ST,,City_of_Miami,33127,25.8012,-80.204429,2021-04-20,POINT (-80.204429 25.8012)
12821,STORM FLOOD/ DRAINAGE,10/17/2022,NE 6TH CT & NE 59TH ST,,City_of_Miami,33137,25.830149,-80.182152,2022-10-17,POINT (-80.182152 25.830149)
12822,STORM FLOOD/ DRAINAGE,2/7/2023,3617 SW 3RD AVE,,City_of_Miami,33145,25.74874,-80.217376,2023-02-07,POINT (-80.217376 25.74874)
12823,STORM FLOOD/ DRAINAGE,7/19/2017,710 SW 73RD CT,,City_of_Miami,33144,25.763302,-80.314969,2017-07-19,POINT (-80.314969 25.763302)
12824,STORM FLOOD/ DRAINAGE,9/7/2017,601 NW 31ST AVE,,City_of_Miami,33125,25.778658,-80.24631,2017-09-07,POINT (-80.24631 25.778658)
12825,STORM FLOOD/ DRAINAGE,11/19/2018,3215 NW 13TH TER,,City_of_Miami,33125,25.78519,-80.248345,2018-11-19,POINT (-80.248345 25.78519)
12826,STORM FLOOD/ DRAINAGE,9/26/2018,2190 NW 2ND ST,,City_of_Miami,33125,25.775304,-80.230826,2018-09-26,POINT (-80.230826 25.775304)
12827,STORM FLOOD/ DRAINAGE,6/26/2021,NW 17TH AVE & NW S RIVER DR,,City_of_Miami,33125,25.784182,-80.222947,2021-06-26,POINT (-80.222947 25.784182)
12828,STORM FLOOD/ DRAINAGE,7/24/2018,NW 6TH AVE & NW 2ND ST,,City_of_Miami,33128,25.775745,-80.204452,2018-07-24,POINT (-80.204452 25.775745)
12829,STORM FLOOD/ DRAINAGE,7/30/2020,320 NW 7TH AVE,,City_of_Miami,33128,25.777078,-80.206419,2020-07-30,POINT (-80.206419 25.777078)
12830,STORM FLOOD/ DRAINAGE,6/18/2019,2000 NW FLAGLER TER,,City_of_Miami,33125,25.773543,-80.228285,2019-06-18,POINT (-80.228285 25.773543)
12831,STORM FLOOD/ DRAINAGE,6/15/2020,NW 36TH ST & NW 23RD AVE,,City_of_Miami,33142,25.809311,-80.234097,2020-06-15,POINT (-80.234097 25.809311)
12832,STORM FLOOD/ DRAINAGE,5/26/2020,1006 NW 19TH AVE,,City_of_Miami,33125,25.782909,-80.226738,2020-05-26,POINT (-80.226738 25.782909)
12833,STORM FLOOD/ DRAINAGE,10/19/2018,5250 SW 5TH TER,,City_of_Miami,33134,25.765846,-80.280913,2018-10-19,POINT (-80.280913 25.765846)
12834,STORM FLOOD/ DRAINAGE,7/2/2023,2950 BRIDGEPORT AVE,,City_of_Miami,33133,25.736515,-80.243585,2023-07-02,POINT (-80.243585 25.736515)
12835,STORM FLOOD/ DRAINAGE,6/6/2019,1170 NW 11TH ST,,City_of_Miami,33136,25.78354,-80.213906,2019-06-06,POINT (-80.213906 25.78354)
12836,STORM FLOOD/ DRAINAGE,2/1/2023,1726 NW 35TH ST,,City_of_Miami,33142,25.808543,-80.224403,2023-02-01,POINT (-80.224403 25.808543)
12837,STORM FLOOD/ DRAINAGE,9/26/2017,162 NE 25TH ST,,City_of_Miami,33137,25.800585,-80.191575,2017-09-26,POINT (-80.191575 25.800585)
12838,STORM FLOOD/ DRAINAGE,2/13/2024,2342 SW 4TH ST,,City_of_Miami,33135,25.768485,-80.233746,2024-02-13,POINT (-80.233746 25.768485)
12839,STORM FLOOD/ DRAINAGE,3/29/2022,NW 14TH AVE & NW 16TH ST,,City_of_Miami,33125,25.790242,-80.219111,2022-03-29,POINT (-80.219111 25.790242)
12840,STORM FLOOD/ DRAINAGE,5/6/2019,4754 SW 1ST ST,,City_of_Miami,33134,25.770474,-80.272964,2019-05-06,POINT (-80.272964 25.770474)
12841,STORM FLOOD/ DRAINAGE,8/30/2022,2552 NW 35TH ST,,City_of_Miami,33142,25.808141,-80.238715,2022-08-30,POINT (-80.238715 25.808141)
12842,STORM FLOOD/ DRAINAGE,9/6/2018,816 NW 11TH ST,,City_of_Miami,33136,25.783907,-80.208711,2018-09-06,POINT (-80.208711 25.783907)
12843,STORM FLOOD/ DRAINAGE,7/30/2019,340 NW 32ND PL,,City_of_Miami,33125,25.775884,-80.249137,2019-07-30,POINT (-80.249137 25.775884)
12844,STORM FLOOD/ DRAINAGE,5/6/2019,sw 2nd street  7 sw 2nd ave,,City_of_Miami,33133,25.733604,-80.241693,2019-05-06,POINT (-80.241693 25.733604)
12845,STORM FLOOD/ DRAINAGE,10/7/2019,3915 NW 4TH ST,,City_of_Miami,33126,25.776236,-80.260111,2019-10-07,POINT (-80.260111 25.776236)
12846,STORM FLOOD/ DRAINAGE,12/22/2018,2990 SW 1ST ST,,City_of_Miami,33135,25.77098,-80.243074,2018-12-22,POINT (-80.243074 25.77098)
12847,STORM FLOOD/ DRAINAGE,8/1/2019,BISCAYNE BLVD & NE 2ND ST,,City_of_Miami,33132,25.776231,-80.187947,2019-08-01,POINT (-80.187947 25.776231)
12848,STORM FLOOD/ DRAINAGE,2/2/2023,1900 NW 32ND ST,,City_of_Miami,33142,25.805581,-80.228041,2023-02-02,POINT (-80.228041 25.805581)
12849,STORM FLOOD/ DRAINAGE,8/31/2022,201 NW 77TH ST,,City_of_Miami,33150,25.845575,-80.201189,2022-08-31,POINT (-80.201189 25.845575)
12850,STORM FLOOD/ DRAINAGE,12/23/2019,601 NE 23RD ST,,City_of_Miami,33137,25.799471,-80.186612,2019-12-23,POINT (-80.186612 25.799471)
